,Date,Open,High,Low,Close,Adj Close,Volume
0,2024-08-01,5.708000183105469,5.797999858856201,5.5879998207092285,5.6539998054504395,5.6539998054504395,7842242
1,2024-08-02,5.619999885559082,5.6620001792907715,5.492000102996826,5.561999797821045,5.561999797821045,7692759
2,2024-08-05,5.426000118255615,5.659999847412109,5.383999824523926,5.604000091552734,5.604000091552734,8006944
3,2024-08-06,5.671999931335449,5.71999979019165,5.5879998207092285,5.664000034332275,5.664000034332275,3516227
4,2024-08-07,5.699999809265137,5.71999979019165,5.619999885559082,5.6579999923706055,5.6579999923706055,3920864
5,2024-08-08,5.670000076293945,5.670000076293945,5.564000129699707,5.578000068664551,5.578000068664551,3786472
6,2024-08-09,5.610000133514404,5.699999809265137,5.5879998207092285,5.610000133514404,5.610000133514404,3558680
7,2024-08-12,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151
8,2024-08-13,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089
9,2024-08-14,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402
10,2024-08-15,5.556000232696533,5.625999927520752,5.510000228881836,5.579999923706055,5.579999923706055,3267790
11,2024-08-16,5.599999904632568,5.616000175476074,5.546000003814697,5.556000232696533,5.556000232696533,2802881
12,2024-08-19,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527
13,2024-08-20,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0
14,2024-08-21,5.6020002365112305,5.671999931335449,5.5879998207092285,5.616000175476074,5.616000175476074,2028633
15,2024-08-22,5.599999904632568,5.6579999923706055,5.593999862670898,5.593999862670898,5.593999862670898,1886012
16,2024-08-23,5.616000175476074,5.703999996185303,5.613999843597412,5.696000099182129,5.696000099182129,3023223
17,2024-08-26,5.708000183105469,5.7179999351501465,5.6620001792907715,5.671999931335449,5.671999931335449,1844862
18,2024-08-27,5.691999912261963,5.875999927520752,5.691999912261963,5.788000106811523,5.788000106811523,5012018
19,2024-08-28,5.803999900817871,5.826000213623047,5.765999794006348,5.796000003814697,5.796000003814697,2729356
20,2024-08-29,5.791999816894531,5.9079999923706055,5.789999961853027,5.900000095367432,5.900000095367432,4250886
21,2024-08-30,5.920000076293945,5.953999996185303,5.857999801635742,5.888000011444092,5.888000011444092,5924554
