,airline_name,crawling_date,departure_airport,destination_airport,date,travel_duration,departure_time,arrival_time,transit,transit_duration,price,tavg_departure,tmin_departure,tmax_departure,prcp_departure,wdir_departure,wspd_departure,wpgt_departure,pres_departure,tavg_destination,tmin_destination,tmax_destination,prcp_destination,wdir_destination,wspd_destination,wpgt_destination,pres_destination,Open,High,Low,Close,Adj Close,Volume
193,Lufthansa,2024-08-11,FRA,BER,2024-08-12,01:10,11:45,12:55,False,00:00,333.6,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,20.4,13.2,26.9,0.0,65.0,7.6,22.2,1016.8,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
194,KLM,2024-08-11,FRA,DXB,2024-08-12,14:00,7:00,23:00,True,6:10,659,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,38.5,35.0,42.0,0.0,25.0,15.1,,996.7,7.73199987411499,7.76200008392334,7.570000171661377,7.656000137329102,7.656000137329102,565146.0
195,KLM,2024-08-11,FRA,JFK,2024-08-12,13:30,7:00,14:30,True,4:00,2973,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,24.1,21.0,27.8,0.3,276.0,10.2,,1015.3,7.73199987411499,7.76200008392334,7.570000171661377,7.656000137329102,7.656000137329102,565146.0
196,KLM,2024-08-11,FRA,PVG,2024-08-12,29:50:00,11:45,23:35,True,14:15,3637,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,31.5,30.0,35.0,7.7,140.0,10.0,,1001.7,7.73199987411499,7.76200008392334,7.570000171661377,7.656000137329102,7.656000137329102,565146.0
197,QatarAirways,2024-08-11,FRA,BER,2024-08-12,14:05,17:15,7:20,True,2:10,914,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,20.4,13.2,26.9,0.0,65.0,7.6,22.2,1016.8,,,,,,
198,QatarAirways,2024-08-11,FRA,LHR,2024-08-12,14:25,17:15,6:40,True,1:20,1186,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,24.8,18.8,32.1,0.0,161.0,16.6,37.0,1009.2,,,,,,
199,QatarAirways,2024-08-11,FRA,SAW,2024-08-12,12:05,17:15,6:20,True,1:55,1022,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,27.6,24.0,32.0,0.0,55.0,20.4,,1013.6,,,,,,
200,QatarAirways,2024-08-11,FRA,DXB,2024-08-12,11:45,20:30,10:15,True,4:30,616,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,38.5,35.0,42.0,0.0,25.0,15.1,,996.7,,,,,,
201,KLM,2024-08-11,FRA,SAW,2024-08-12,8:05,7:00,16:05,True,3:30,559,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,27.6,24.0,32.0,0.0,55.0,20.4,,1013.6,7.73199987411499,7.76200008392334,7.570000171661377,7.656000137329102,7.656000137329102,565146.0
202,Lufthansa,2024-08-11,FRA,PVG,2024-08-12,12:15,15:00,09:15,False,00:00,1521.76,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,31.5,30.0,35.0,7.7,140.0,10.0,,1001.7,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
203,Lufthansa,2024-08-11,FRA,DXB,2024-08-12,11:35,07:30,21:05,True,03:10,933.66,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,38.5,35.0,42.0,0.0,25.0,15.1,,996.7,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
204,Lufthansa,2024-08-11,FRA,SAW,2024-08-12,03:00,09:05,13:05,False,00:00,299.65,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,27.6,24.0,32.0,0.0,55.0,20.4,,1013.6,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
205,Lufthansa,2024-08-11,FRA,PMI,2024-08-12,02:05,10:20,12:25,False,00:00,315.98,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,28.7,24.0,32.0,0.0,175.0,10.7,,1011.7,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
206,Lufthansa,2024-08-11,FRA,LHR,2024-08-12,01:25,18:10,18:35,False,00:00,273.52,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,24.8,18.8,32.1,0.0,161.0,16.6,37.0,1009.2,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
207,Lufthansa,2024-08-11,FRA,MUC,2024-08-12,00:55,12:15,13:10,False,00:00,369.0,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,25.5,18.4,31.7,0.0,49.0,5.8,28.1,1012.3,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
208,Lufthansa,2024-08-11,FRA,HAM,2024-08-12,01:05,20:15,21:20,False,00:00,313.08,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,18.4,8.5,26.2,0.0,56.0,9.0,28.4,1016.5,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
209,Lufthansa,2024-08-11,FRA,BER,2024-08-12,01:10,11:45,12:55,False,00:00,333.6,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,20.4,13.2,26.9,0.0,65.0,7.6,22.2,1016.8,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
210,Lufthansa,2024-08-11,FRA,JFK,2024-08-12,10:55,07:50,12:45,True,01:15,1601.42,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,24.1,21.0,27.8,0.3,276.0,10.2,,1015.3,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
211,KLM,2024-08-11,FRA,PMI,2024-08-12,12:35,7:05,19:40,True,9:00,220,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,28.7,24.0,32.0,0.0,175.0,10.7,,1011.7,7.73199987411499,7.76200008392334,7.570000171661377,7.656000137329102,7.656000137329102,565146.0
212,QatarAirways,2024-08-11,FRA,HAM,2024-08-12,14:35,17:15,7:50,True,2:05,1158,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,18.4,8.5,26.2,0.0,56.0,9.0,28.4,1016.5,,,,,,
213,KLM,2024-08-11,FRA,MUC,2024-08-12,6:45,10:15,17:00,True,4:05,972,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,25.5,18.4,31.7,0.0,49.0,5.8,28.1,1012.3,7.73199987411499,7.76200008392334,7.570000171661377,7.656000137329102,7.656000137329102,565146.0
214,Lufthansa,2024-08-11,FRA,PVG,2024-08-12,12:15,15:00,09:15,False,00:00,1521.76,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,31.5,30.0,35.0,7.7,140.0,10.0,,1001.7,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
215,Lufthansa,2024-08-11,FRA,DXB,2024-08-12,11:35,07:30,21:05,True,03:10,933.66,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,38.5,35.0,42.0,0.0,25.0,15.1,,996.7,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
216,Lufthansa,2024-08-11,FRA,SAW,2024-08-12,03:00,09:05,13:05,False,00:00,299.65,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,27.6,24.0,32.0,0.0,55.0,20.4,,1013.6,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
217,Lufthansa,2024-08-11,FRA,PMI,2024-08-12,02:05,10:20,12:25,False,00:00,315.98,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,28.7,24.0,32.0,0.0,175.0,10.7,,1011.7,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
218,Lufthansa,2024-08-11,FRA,JFK,2024-08-12,10:55,07:50,12:45,True,01:15,1601.42,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,24.1,21.0,27.8,0.3,276.0,10.2,,1015.3,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
219,Lufthansa,2024-08-11,FRA,HAM,2024-08-12,01:05,20:15,21:20,False,00:00,313.08,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,18.4,8.5,26.2,0.0,56.0,9.0,28.4,1016.5,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
220,KLM,2024-08-11,FRA,BER,2024-08-12,4:30,7:00,11:30,True,2:05,1296,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,20.4,13.2,26.9,0.0,65.0,7.6,22.2,1016.8,7.73199987411499,7.76200008392334,7.570000171661377,7.656000137329102,7.656000137329102,565146.0
221,KLM,2024-08-11,FRA,HAM,2024-08-12,4:25,7:00,11:25,True,2:10,1295,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,18.4,8.5,26.2,0.0,56.0,9.0,28.4,1016.5,7.73199987411499,7.76200008392334,7.570000171661377,7.656000137329102,7.656000137329102,565146.0
222,Lufthansa,2024-08-11,FRA,LHR,2024-08-12,01:25,18:10,18:35,False,00:00,273.52,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,24.8,18.8,32.1,0.0,161.0,16.6,37.0,1009.2,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0
223,KLM,2024-08-11,FRA,LHR,2024-08-12,4:45,7:00,10:45,True,2:05,548,25.9,18.6,33.0,0.0,88.0,9.5,25.9,1013.7,24.8,18.8,32.1,0.0,161.0,16.6,37.0,1009.2,7.73199987411499,7.76200008392334,7.570000171661377,7.656000137329102,7.656000137329102,565146.0
224,KLM,2024-08-12,FRA,PVG,2024-08-13,27:20:00,14:15,23:35,True,11:30,3637,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,31.6,28.0,35.0,0.0,145.0,11.7,,1005.3,7.657999992370605,7.673999786376953,7.432000160217285,7.6020002365112305,7.6020002365112305,766279.0
225,Lufthansa,2024-08-12,FRA,BER,2024-08-13,01:10,17:45,18:55,False,00:00,333.6,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,22.5,14.6,29.9,0.0,103.0,14.0,29.6,1013.2,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
226,Lufthansa,2024-08-12,FRA,HAM,2024-08-13,01:05,20:15,21:20,False,00:00,313.08,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,24.2,16.4,31.3,7.2,108.0,17.3,35.6,1011.6,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
227,QatarAirways,2024-08-12,FRA,LHR,2024-08-13,14:25,17:15,6:40,True,1:20,1186,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,19.4,13.7,25.4,0.6,228.0,13.1,35.2,1009.7,,,,,,
228,QatarAirways,2024-08-12,FRA,HAM,2024-08-13,17:40,20:30,14:10,True,5:10,992,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,24.2,16.4,31.3,7.2,108.0,17.3,35.6,1011.6,,,,,,
229,QatarAirways,2024-08-12,FRA,BER,2024-08-13,17:25,20:30,13:55,True,5:30,1255,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,22.5,14.6,29.9,0.0,103.0,14.0,29.6,1013.2,,,,,,
230,KLM,2024-08-12,FRA,DXB,2024-08-13,10:55,9:40,22:35,True,2:35,931,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,38.3,34.0,44.2,0.0,71.0,15.1,,998.3,7.657999992370605,7.673999786376953,7.432000160217285,7.6020002365112305,7.6020002365112305,766279.0
231,KLM,2024-08-12,FRA,SAW,2024-08-13,8:25,7:05,16:30,True,3:20,863,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,28.6,23.6,34.0,0.0,51.0,21.5,,1011.1,7.657999992370605,7.673999786376953,7.432000160217285,7.6020002365112305,7.6020002365112305,766279.0
232,KLM,2024-08-12,FRA,PMI,2024-08-13,10:00,9:40,19:40,True,6:30,254,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,28.0,24.0,32.0,0.0,194.0,10.4,,1009.5,7.657999992370605,7.673999786376953,7.432000160217285,7.6020002365112305,7.6020002365112305,766279.0
233,KLM,2024-08-12,FRA,LHR,2024-08-13,4:20,14:15,17:35,True,1:40,548,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,19.4,13.7,25.4,0.6,228.0,13.1,35.2,1009.7,7.657999992370605,7.673999786376953,7.432000160217285,7.6020002365112305,7.6020002365112305,766279.0
234,KLM,2024-08-12,FRA,MUC,2024-08-13,5:50,14:15,20:05,True,3:05,789,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,24.8,18.9,32.6,1.2,168.0,9.7,57.2,1010.2,7.657999992370605,7.673999786376953,7.432000160217285,7.6020002365112305,7.6020002365112305,766279.0
235,KLM,2024-08-12,FRA,HAM,2024-08-13,4:25,7:00,11:25,True,2:10,1295,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,24.2,16.4,31.3,7.2,108.0,17.3,35.6,1011.6,7.657999992370605,7.673999786376953,7.432000160217285,7.6020002365112305,7.6020002365112305,766279.0
236,KLM,2024-08-12,FRA,BER,2024-08-13,4:30,7:00,11:30,True,2:05,1296,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,22.5,14.6,29.9,0.0,103.0,14.0,29.6,1013.2,7.657999992370605,7.673999786376953,7.432000160217285,7.6020002365112305,7.6020002365112305,766279.0
237,Lufthansa,2024-08-12,FRA,MUC,2024-08-13,00:55,13:15,14:10,False,00:00,369.0,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,24.8,18.9,32.6,1.2,168.0,9.7,57.2,1010.2,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
238,Lufthansa,2024-08-12,FRA,LHR,2024-08-13,01:25,08:15,08:40,False,00:00,235.52,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,19.4,13.7,25.4,0.6,228.0,13.1,35.2,1009.7,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
239,Lufthansa,2024-08-12,FRA,PMI,2024-08-13,02:05,10:20,12:25,False,00:00,315.98,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,28.0,24.0,32.0,0.0,194.0,10.4,,1009.5,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
240,QatarAirways,2024-08-12,FRA,SAW,2024-08-13,14:40,20:30,12:10,True,4:25,1009,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,28.6,23.6,34.0,0.0,51.0,21.5,,1011.1,,,,,,
241,Lufthansa,2024-08-12,FRA,DXB,2024-08-13,22:05,21:00,21:05,True,13:35,952.03,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,38.3,34.0,44.2,0.0,71.0,15.1,,998.3,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
242,Lufthansa,2024-08-12,FRA,JFK,2024-08-13,10:55,07:50,12:45,True,01:15,1601.42,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,24.2,20.0,29.0,0.0,305.0,7.8,,1016.5,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
243,Lufthansa,2024-08-12,FRA,PVG,2024-08-13,12:15,15:00,09:15,False,00:00,1521.76,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,31.6,28.0,35.0,0.0,145.0,11.7,,1005.3,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
244,KLM,2024-08-12,FRA,JFK,2024-08-13,9:00,11:50,14:50,False,0:00,2980,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,24.2,20.0,29.0,0.0,305.0,7.8,,1016.5,7.657999992370605,7.673999786376953,7.432000160217285,7.6020002365112305,7.6020002365112305,766279.0
245,Lufthansa,2024-08-12,FRA,SAW,2024-08-13,03:00,09:05,13:05,False,00:00,243.65,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,28.6,23.6,34.0,0.0,51.0,21.5,,1011.1,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
246,QatarAirways,2024-08-12,FRA,DXB,2024-08-13,11:45,20:30,10:15,True,4:30,671,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,38.3,34.0,44.2,0.0,71.0,15.1,,998.3,,,,,,
247,Lufthansa,2024-08-12,FRA,JFK,2024-08-13,10:55,07:50,12:45,True,01:15,1601.42,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,24.2,20.0,29.0,0.0,305.0,7.8,,1016.5,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
248,Lufthansa,2024-08-12,FRA,BER,2024-08-13,01:10,17:45,18:55,False,00:00,333.6,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,22.5,14.6,29.9,0.0,103.0,14.0,29.6,1013.2,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
249,Lufthansa,2024-08-12,FRA,HAM,2024-08-13,01:05,20:15,21:20,False,00:00,313.08,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,24.2,16.4,31.3,7.2,108.0,17.3,35.6,1011.6,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
250,Lufthansa,2024-08-12,FRA,MUC,2024-08-13,00:55,13:15,14:10,False,00:00,369.0,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,24.8,18.9,32.6,1.2,168.0,9.7,57.2,1010.2,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
251,Lufthansa,2024-08-12,FRA,LHR,2024-08-13,01:25,08:15,08:40,False,00:00,235.52,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,19.4,13.7,25.4,0.6,228.0,13.1,35.2,1009.7,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
252,Lufthansa,2024-08-12,FRA,PMI,2024-08-13,02:05,10:20,12:25,False,00:00,315.98,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,28.0,24.0,32.0,0.0,194.0,10.4,,1009.5,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
253,Lufthansa,2024-08-12,FRA,SAW,2024-08-13,03:00,09:05,13:05,False,00:00,243.65,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,28.6,23.6,34.0,0.0,51.0,21.5,,1011.1,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
254,Lufthansa,2024-08-12,FRA,DXB,2024-08-13,22:05,21:00,21:05,True,13:35,952.03,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,38.3,34.0,44.2,0.0,71.0,15.1,,998.3,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
255,Lufthansa,2024-08-12,FRA,PVG,2024-08-13,12:15,15:00,09:15,False,00:00,1521.76,26.8,20.2,34.9,10.8,159.0,5.8,24.1,1010.3,31.6,28.0,35.0,0.0,145.0,11.7,,1005.3,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0
256,Lufthansa,2024-08-13,FRA,DXB,2024-08-14,25:25,17:40,21:05,True,14:55,979.11,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,37.9,34.0,44.0,0.0,74.0,17.1,,999.3,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
257,Lufthansa,2024-08-13,FRA,SAW,2024-08-14,03:00,09:05,13:05,False,00:00,243.65,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,29.2,25.5,35.0,0.0,57.0,32.3,,1011.6,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
258,Lufthansa,2024-08-13,FRA,PMI,2024-08-14,02:05,10:20,12:25,False,00:00,315.98,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,26.1,22.0,30.0,3.2,53.0,9.8,,1010.0,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
259,KLM,2024-08-13,FRA,DXB,2024-08-14,25:05,08:15,09:40,True,10:55,677.0,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,37.9,34.0,44.0,0.0,74.0,17.1,,999.3,7.730000019073486,7.794000148773193,7.546000003814697,7.610000133514404,7.610000133514404,751218.0
260,Lufthansa,2024-08-13,FRA,MUC,2024-08-14,00:55,13:15,14:10,False,00:00,369.0,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,23.0,17.1,31.0,4.1,235.0,9.0,54.7,1011.6,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
261,Lufthansa,2024-08-13,FRA,JFK,2024-08-14,10:55,07:50,12:45,True,01:15,1601.39,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,25.9,18.2,31.1,0.0,354.0,8.0,,1017.4,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
262,Lufthansa,2024-08-13,FRA,LHR,2024-08-14,01:25,08:15,08:40,False,00:00,235.6,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,19.6,15.7,24.0,0.4,233.0,8.3,25.9,1013.1,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
263,Lufthansa,2024-08-13,FRA,PVG,2024-08-14,12:15,15:00,09:15,False,00:00,1521.76,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,31.5,26.0,35.0,0.0,82.0,13.3,,1006.5,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
264,KLM,2024-08-13,FRA,HAM,2024-08-14,03:35,16:50,17:50,True,01:15,1295.0,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,19.7,16.6,23.6,22.8,6.0,8.6,50.8,1011.9,7.730000019073486,7.794000148773193,7.546000003814697,7.610000133514404,7.610000133514404,751218.0
265,QatarAirways,2024-08-13,FRA,BER,2024-08-14,17:05,20:50,13:55,True,05:10,1.507,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,24.5,17.2,31.8,0.4,120.0,14.9,33.3,1011.7,,,,,,
266,KLM,2024-08-13,FRA,PVG,2024-08-14,20:15,11:45,14:00,True,05:45,4550.0,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,31.5,26.0,35.0,0.0,82.0,13.3,,1006.5,7.730000019073486,7.794000148773193,7.546000003814697,7.610000133514404,7.610000133514404,751218.0
267,KLM,2024-08-13,FRA,BER,2024-08-14,03:30,20:45,22:00,True,01:00,1296.0,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,24.5,17.2,31.8,0.4,120.0,14.9,33.3,1011.7,7.730000019073486,7.794000148773193,7.546000003814697,7.610000133514404,7.610000133514404,751218.0
268,KLM,2024-08-13,FRA,SAW,2024-08-14,16:20,07:25,11:50,True,11:40,1267.0,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,29.2,25.5,35.0,0.0,57.0,32.3,,1011.6,7.730000019073486,7.794000148773193,7.546000003814697,7.610000133514404,7.610000133514404,751218.0
269,KLM,2024-08-13,FRA,MUC,2024-08-14,03:55,21:00,22:25,True,01:15,789.0,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,23.0,17.1,31.0,4.1,235.0,9.0,54.7,1011.6,7.730000019073486,7.794000148773193,7.546000003814697,7.610000133514404,7.610000133514404,751218.0
270,KLM,2024-08-13,FRA,LHR,2024-08-14,03:25,20:30,20:55,True,00:45,548.0,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,19.6,15.7,24.0,0.4,233.0,8.3,25.9,1013.1,7.730000019073486,7.794000148773193,7.546000003814697,7.610000133514404,7.610000133514404,751218.0
271,KLM,2024-08-13,FRA,PMI,2024-08-14,14:50,08:50,10:45,True,11:30,520.0,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,26.1,22.0,30.0,3.2,53.0,9.8,,1010.0,7.730000019073486,7.794000148773193,7.546000003814697,7.610000133514404,7.610000133514404,751218.0
272,QatarAirways,2024-08-13,FRA,HAM,2024-08-14,14:35,17:15,07:50,True,02:05,5.143,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,19.7,16.6,23.6,22.8,6.0,8.6,50.8,1011.9,,,,,,
273,Lufthansa,2024-08-13,FRA,BER,2024-08-14,01:10,11:45,12:55,False,00:00,333.6,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,24.5,17.2,31.8,0.4,120.0,14.9,33.3,1011.7,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
274,Lufthansa,2024-08-13,FRA,HAM,2024-08-14,01:05,20:15,21:20,False,00:00,313.08,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,19.7,16.6,23.6,22.8,6.0,8.6,50.8,1011.9,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
275,QatarAirways,2024-08-13,FRA,SAW,2024-08-14,11:40,17:15,05:55,True,01:25,1.009,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,29.2,25.5,35.0,0.0,57.0,32.3,,1011.6,,,,,,
276,Lufthansa,2024-08-13,FRA,BER,2024-08-14,01:10,11:45,12:55,False,00:00,333.6,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,24.5,17.2,31.8,0.4,120.0,14.9,33.3,1011.7,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
277,Lufthansa,2024-08-13,FRA,HAM,2024-08-14,01:05,20:15,21:20,False,00:00,313.08,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,19.7,16.6,23.6,22.8,6.0,8.6,50.8,1011.9,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
278,Lufthansa,2024-08-13,FRA,MUC,2024-08-14,00:55,13:15,14:10,False,00:00,369.0,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,23.0,17.1,31.0,4.1,235.0,9.0,54.7,1011.6,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
279,Lufthansa,2024-08-13,FRA,LHR,2024-08-14,01:25,08:15,08:40,False,00:00,235.6,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,19.6,15.7,24.0,0.4,233.0,8.3,25.9,1013.1,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
280,Lufthansa,2024-08-13,FRA,PMI,2024-08-14,02:05,10:20,12:25,False,00:00,315.98,23.9,19.7,29.8,0.0,268.0,8.7,22.2,1010.9,26.1,22.0,30.0,3.2,53.0,9.8,,1010.0,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0
