airline_name,crawling_date,departure_airport,destination_airport,date,travel_duration,departure_time,arrival_time,transit,transit_duration,price
KLM,2024-08-14,Frankfurt,Shanghai,15-08-2024,29:50,11:45,23:35,True,14:15,1649.0
KLM,2024-08-15,Frankfurt,Berlin,16-08-2024,03:30,12:30,13:45,True,01:00,1296.0
KLM,2024-08-15,Frankfurt,Hamburg,16-08-2024,04:25,10:20,11:25,True,02:10,1295.0
KLM,2024-08-15,Frankfurt,München,16-08-2024,06:45,15:35,17:00,True,04:05,789.0
KLM,2024-08-15,Frankfurt,London,16-08-2024,03:25,20:30,20:55,True,00:45,548.0
KLM,2024-08-15,Frankfurt,Palma de Mallorca,16-08-2024,14:50,19:55,10:45,True,11:30,497.0
KLM,2024-08-15,Frankfurt,Istanbul,16-08-2024,08:05,11:40,16:05,True,03:30,559.0
KLM,2024-08-15,Frankfurt,Dubai,16-08-2024,09:15,14:20,23:00,True,01:20,2707.0
KLM,2024-08-15,Frankfurt,New York,16-08-2024,13:30,12:10,14:30,True,04:00,2973.0
KLM,2024-08-15,Frankfurt,Shanghai,16-08-2024,24:30,11:45,18:15,True,10:00,1616.0
KLM,2024-08-16,Frankfurt,Berlin,17-08-2024,06:45,07:00,11:45,True,04:20,1296.0
KLM,2024-08-16,Frankfurt,Hamburg,17-08-2024,04:25,10:20,11:25,True,02:10,1295.0
KLM,2024-08-16,Frankfurt,München,17-08-2024,04:00,07:00,11:00,True,01:25,789.0
KLM,2024-08-16,Frankfurt,London,17-08-2024,07:05,11:45,17:50,True,04:30,548.0
KLM,2024-08-16,Frankfurt,Palma de Mallorca,17-08-2024,07:45,07:05,14:50,True,04:15,520.0
KLM,2024-08-16,Frankfurt,Istanbul,17-08-2024,08:05,07:00,16:05,True,03:30,679.0
KLM,2024-08-16,Frankfurt,Dubai,17-08-2024,14:00,07:00,23:00,True,06:10,659.0
KLM,2024-08-16,Frankfurt,New York,17-08-2024,12:10,07:00,13:10,True,02:40,2986.0
KLM,2024-08-16,Frankfurt,Shanghai,17-08-2024,23:05,18:30,23:35,True,07:30,1578.0
KLM,2024-08-17,Frankfurt,Berlin,18-08-2024,04:30,10:15,11:30,True,02:05,1296.0
KLM,2024-08-17,Frankfurt,Hamburg,18-08-2024,04:25,10:20,11:25,True,02:10,1295.0
KLM,2024-08-17,Frankfurt,München,18-08-2024,03:55,21:00,22:25,True,01:15,789.0
KLM,2024-08-17,Frankfurt,London,18-08-2024,08:35,17:30,17:50,True,06:00,548.0
KLM,2024-08-17,Frankfurt,Palma de Mallorca,18-08-2024,14:50,08:50,10:45,True,11:30,424.0
KLM,2024-08-17,Frankfurt,Istanbul,18-08-2024,05:55,12:45,17:10,True,01:15,807.0
KLM,2024-08-17,Frankfurt,Dubai,18-08-2024,14:00,14:20,23:00,True,06:10,659.0
KLM,2024-08-17,Frankfurt,New York,18-08-2024,14:25,13:25,15:25,True,05:15,2986.0
KLM,2024-08-17,Frankfurt,Shanghai,18-08-2024,22:55,16:00,08:55,True,04:30,3674.0
KLM,2024-08-18,Frankfurt,Berlin,19-08-2024,03:30,12:30,13:45,True,01:00,1296.0
KLM,2024-08-18,Frankfurt,Hamburg,19-08-2024,04:25,10:20,11:25,True,02:10,1295.0
KLM,2024-08-18,Frankfurt,München,19-08-2024,05:15,15:35,17:00,True,02:35,789.0
KLM,2024-08-18,Frankfurt,London,19-08-2024,04:45,10:15,10:45,True,02:05,548.0
KLM,2024-08-18,Frankfurt,Palma de Mallorca,19-08-2024,10:00,17:40,19:40,True,06:30,254.0
KLM,2024-08-18,Frankfurt,Istanbul,19-08-2024,08:05,11:40,16:05,True,03:30,559.0
KLM,2024-08-18,Frankfurt,Dubai,19-08-2024,09:15,14:20,23:00,True,01:20,659.0
KLM,2024-08-18,Frankfurt,New York,19-08-2024,11:10,13:25,15:25,True,01:55,2992.0
KLM,2024-08-18,Frankfurt,Shanghai,19-08-2024,23:05,21:30,15:25,True,01:45,1578.0
KLM,2024-08-19,Frankfurt,Berlin,20-08-2024,04:30,10:15,11:30,True,02:05,1296.0
KLM,2024-08-19,Frankfurt,Hamburg,20-08-2024,03:15,20:40,21:45,True,00:55,1295.0
KLM,2024-08-19,Frankfurt,München,20-08-2024,05:15,15:35,17:00,True,02:35,789.0
KLM,2024-08-19,Frankfurt,London,20-08-2024,04:45,10:15,10:45,True,02:05,548.0
KLM,2024-08-19,Frankfurt,Palma de Mallorca,20-08-2024,04:45,12:30,14:25,True,01:20,586.0
KLM,2024-08-19,Frankfurt,Istanbul,20-08-2024,08:05,11:40,16:05,True,03:30,559.0
KLM,2024-08-19,Frankfurt,Dubai,20-08-2024,14:00,14:20,23:00,True,06:10,659.0
KLM,2024-08-19,Frankfurt,New York,20-08-2024,14:25,07:00,15:25,True,05:15,2992.0
KLM,2024-08-19,Frankfurt,Shanghai,20-08-2024,21:25,16:00,08:55,True,03:00,3674.0
KLM,2024-08-20,Frankfurt,Berlin,21-08-2024,03:30,12:30,13:45,True,01:00,1296.0
KLM,2024-08-20,Frankfurt,Hamburg,21-08-2024,10:50,16:50,17:50,True,08:40,1295.0
KLM,2024-08-20,Frankfurt,München,21-08-2024,05:15,15:35,17:00,True,02:35,789.0
KLM,2024-08-20,Frankfurt,London,21-08-2024,04:45,10:15,10:45,True,02:05,548.0
KLM,2024-08-20,Frankfurt,Palma de Mallorca,21-08-2024,09:05,13:35,16:05,True,05:25,193.0
KLM,2024-08-20,Frankfurt,Istanbul,21-08-2024,08:15,16:35,21:00,True,03:35,807.0
KLM,2024-08-20,Frankfurt,Dubai,21-08-2024,09:15,14:20,23:00,True,01:20,659.0
KLM,2024-08-20,Frankfurt,New York,21-08-2024,15:45,14:30,16:45,True,06:20,2986.0
KLM,2024-08-20,Frankfurt,Shanghai,21-08-2024,31:55,09:40,23:35,True,16:45,3675.0
KLM,2024-08-21,Frankfurt,Berlin,22-08-2024,09:40,15:20,16:40,True,07:10,1296.0
KLM,2024-08-21,Frankfurt,Hamburg,22-08-2024,03:15,20:40,21:45,True,00:55,1295.0
KLM,2024-08-21,Frankfurt,München,22-08-2024,05:15,15:35,17:00,True,02:35,789.0
KLM,2024-08-21,Frankfurt,London,22-08-2024,04:45,10:15,10:45,True,02:05,548.0
KLM,2024-08-21,Frankfurt,Palma de Mallorca,22-08-2024,05:40,17:30,19:55,True,01:55,687.0
KLM,2024-08-21,Frankfurt,Istanbul,22-08-2024,05:55,12:45,17:10,True,01:15,1267.0
KLM,2024-08-21,Frankfurt,Dubai,22-08-2024,09:15,14:20,23:00,True,01:20,930.0
KLM,2024-08-21,Frankfurt,New York,22-08-2024,13:30,07:00,14:30,True,04:00,2986.0
KLM,2024-08-21,Frankfurt,Shanghai,22-08-2024,23:05,18:30,23:35,True,07:30,1578.0
KLM,2024-08-22,Frankfurt,Berlin,23-08-2024,03:30,12:30,13:45,True,01:00,1296.0
KLM,2024-08-22,Frankfurt,Hamburg,23-08-2024,04:25,10:20,11:25,True,02:10,1295.0
KLM,2024-08-22,Frankfurt,München,23-08-2024,03:55,21:00,22:25,True,01:15,789.0
KLM,2024-08-22,Frankfurt,London,23-08-2024,04:20,17:15,17:35,True,01:40,548.0
KLM,2024-08-22,Frankfurt,Palma de Mallorca,23-08-2024,04:30,09:35,11:35,True,00:55,254.0
KLM,2024-08-22,Frankfurt,Istanbul,23-08-2024,08:05,11:40,16:05,True,03:30,281.0
KLM,2024-08-22,Frankfurt,Dubai,23-08-2024,14:00,07:00,23:00,True,06:10,659.0
KLM,2024-08-22,Frankfurt,New York,23-08-2024,13:30,07:00,13:10,True,04:00,2986.0
KLM,2024-08-22,Frankfurt,Shanghai,23-08-2024,24:30,11:45,18:15,True,10:00,1615.0
KLM,2024-08-23,Frankfurt,Berlin,24-08-2024,04:55,15:20,16:40,True,02:20,1296.0
KLM,2024-08-23,Frankfurt,Hamburg,24-08-2024,03:15,20:40,21:45,True,00:55,1295.0
KLM,2024-08-23,Frankfurt,München,24-08-2024,05:15,15:35,17:00,True,02:35,789.0
KLM,2024-08-23,Frankfurt,London,24-08-2024,03:25,20:30,20:55,True,00:45,548.0
KLM,2024-08-23,Frankfurt,Palma de Mallorca,24-08-2024,12:35,17:40,19:40,True,09:00,309.0
